_id,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
69d298f8723744ce8a9d9112,TX001482,AC00178,112.27,2023-10-19 17:34:53,Debit,Seattle,D000690,199.6.127.153,M007,Branch,58,Doctor,102,1,7369.89,2024-11-04 08:11:23
69d298f8723744ce8a9d9119,TX001489,AC00384,276.26,2023-02-13 17:04:50,Debit,Louisville,D000307,97.106.5.76,M024,Branch,56,Doctor,143,1,120.89,2024-11-04 08:11:47
69d298f8723744ce8a9d911f,TX001495,AC00142,25.58,2023-11-16 16:33:22,Debit,Omaha,D000083,194.29.57.163,M048,ATM,60,Engineer,166,1,6741.41,2024-11-04 08:06:29
69d298f8723744ce8a9d912b,TX001507,AC00239,278.88,2023-09-29 16:53:14,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09,2024-11-04 08:09:44
69d298f8723744ce8a9d913b,TX001523,AC00298,77.5,2023-05-23 16:44:55,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77,2024-11-04 08:08:15
69d298f8723744ce8a9d913c,TX001524,AC00246,3.65,2023-02-13 17:48:36,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,2024-11-04 08:11:01
69d298f8723744ce8a9d913f,TX001527,AC00083,224.79,2023-08-22 16:34:34,Debit,Boston,D000208,3.11.254.2,M063,Online,18,Student,129,1,528.38,2024-11-04 08:10:25
69d298f8723744ce8a9d915a,TX001554,AC00286,47.23,2023-08-03 18:18:56,Credit,Memphis,D000031,188.225.207.71,M034,Online,73,Retired,160,1,6659.81,2024-11-04 08:11:07
69d298f8723744ce8a9d915c,TX001556,AC00475,7.48,2023-07-03 16:46:20,Debit,San Antonio,D000596,27.93.195.98,M025,ATM,55,Engineer,29,1,1275.2,2024-11-04 08:12:21
69d298f8723744ce8a9d916a,TX001570,AC00228,203.99,2023-01-20 16:34:35,Debit,Philadelphia,D000007,213.15.9.253,M073,Online,52,Retired,215,1,4840.31,2024-11-04 08:09:52
69d298f8723744ce8a9d916b,TX001571,AC00131,50.99,2023-10-31 16:45:07,Debit,Detroit,D000217,147.119.62.178,M003,Branch,29,Doctor,76,1,1334.6,2024-11-04 08:10:00
69d298f8723744ce8a9d916e,TX001574,AC00123,77.54,2023-02-01 17:12:47,Debit,Phoenix,D000352,79.47.176.19,M095,Online,67,Retired,73,1,4536.38,2024-11-04 08:10:22
69d298f8723744ce8a9d9178,TX001584,AC00081,315.39,2023-05-26 16:52:33,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1,929.6,2024-11-04 08:08:08
69d298f8723744ce8a9d917a,TX001586,AC00254,165.91,2023-03-15 17:40:16,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1,587.12,2024-11-04 08:09:22
69d298f8723744ce8a9d9183,TX001595,AC00297,261.19,2023-01-12 17:12:22,Debit,Oklahoma City,D000608,88.55.149.101,M078,ATM,64,Retired,52,1,7620.6,2024-11-04 08:09:48
69d298f8723744ce8a9d9196,TX001614,AC00165,103.08,2023-11-14 16:09:22,Debit,San Francisco,D000687,147.114.91.132,M009,Online,60,Doctor,109,1,12002.16,2024-11-04 08:10:18
69d298f8723744ce8a9d9197,TX001615,AC00455,116.27,2023-11-28 18:04:26,Debit,Portland,D000351,200.164.13.160,M011,Online,57,Engineer,94,1,8726.92,2024-11-04 08:11:49
69d298f8723744ce8a9d91af,TX001639,AC00403,128.4,2023-03-20 17:17:27,Debit,Tucson,D000514,48.31.196.24,M065,ATM,69,Retired,31,1,2610.64,2024-11-04 08:11:44
69d298f8723744ce8a9d91b2,TX001642,AC00480,50.52,2023-04-06 16:03:23,Debit,Los Angeles,D000619,161.177.41.214,M065,Branch,54,Doctor,293,1,12815.24,2024-11-04 08:06:58
69d298f8723744ce8a9d91ba,TX001650,AC00434,29.5,2023-07-20 18:26:11,Debit,San Antonio,D000451,218.54.207.160,M008,Online,73,Retired,129,1,1229.32,2024-11-04 08:09:30
69d298f8723744ce8a9d91bc,TX001652,AC00279,18.25,2023-08-16 16:41:21,Debit,Kansas City,D000179,39.129.125.110,M076,ATM,53,Doctor,18,1,14328.29,2024-11-04 08:08:43
69d298f8723744ce8a9d91be,TX001654,AC00166,81.15,2023-02-17 16:28:12,Debit,Miami,D000311,156.173.170.140,M059,ATM,19,Student,114,1,1595.26,2024-11-04 08:09:07
69d298f8723744ce8a9d91c0,TX001656,AC00292,410.4,2023-05-19 16:00:10,Credit,Virginia Beach,D000534,181.223.246.123,M021,ATM,61,Retired,78,1,2563.91,2024-11-04 08:09:34
69d298f8723744ce8a9d91c2,TX001658,AC00498,139.88,2023-01-23 16:05:26,Debit,Colorado Springs,D000535,89.18.54.235,M024,ATM,34,Engineer,162,1,2969.71,2024-11-04 08:07:25
69d298f8723744ce8a9d91d4,TX001676,AC00091,49.84,2023-10-13 16:05:10,Debit,Chicago,D000290,212.220.106.248,M095,ATM,49,Doctor,146,1,7872.04,2024-11-04 08:07:16
69d298f8723744ce8a9d91d6,TX001678,AC00133,88.06,2023-10-27 17:53:06,Credit,Raleigh,D000515,35.220.238.127,M016,Online,18,Student,288,1,1779.85,2024-11-04 08:09:03
69d298f8723744ce8a9d91d9,TX001681,AC00332,93.63,2023-08-21 18:11:41,Debit,New York,D000532,166.41.54.117,M096,ATM,29,Engineer,141,1,9873.62,2024-11-04 08:09:57
69d298f8723744ce8a9d91dd,TX001685,AC00219,291.27,2023-06-19 17:58:54,Debit,Detroit,D000119,184.59.28.72,M097,Branch,77,Retired,121,1,6878.86,2024-11-04 08:10:16
69d298f8723744ce8a9d91de,TX001686,AC00050,296.46,2023-11-09 16:11:59,Debit,Dallas,D000287,54.252.249.33,M046,Branch,23,Student,136,1,558.99,2024-11-04 08:08:19
69d298f8723744ce8a9d91e7,TX001695,AC00393,392.05,2023-06-19 16:32:01,Debit,Denver,D000411,32.169.88.41,M099,ATM,60,Engineer,172,1,4383.69,2024-11-04 08:06:25
69d298f8723744ce8a9d91fd,TX001717,AC00289,651.55,2023-03-10 17:34:34,Debit,Phoenix,D000344,110.64.1.201,M043,Online,72,Retired,82,1,2325.78,2024-11-04 08:09:47
69d298f8723744ce8a9d9204,TX001724,AC00451,743.24,2023-07-07 17:31:07,Credit,Indianapolis,D000256,72.192.101.196,M084,Online,19,Student,109,1,1024.19,2024-11-04 08:08:46
69d298f8723744ce8a9d920d,TX001733,AC00423,252.93,2023-02-06 16:05:08,Debit,Portland,D000616,130.29.230.16,M001,ATM,75,Retired,222,1,2760.37,2024-11-04 08:07:53
69d298f8723744ce8a9d920e,TX001734,AC00108,238.54,2023-04-07 16:04:01,Debit,Indianapolis,D000428,83.182.211.68,M006,ATM,19,Student,12,4,868.91,2024-11-04 08:07:18
69d298f8723744ce8a9d921a,TX001746,AC00438,125.39,2023-07-31 16:52:24,Debit,Los Angeles,D000149,205.45.234.42,M036,ATM,21,Student,140,1,202.69,2024-11-04 08:06:49
69d298f8723744ce8a9d9230,TX001768,AC00398,473.2,2023-08-07 16:02:07,Debit,Houston,D000116,120.170.93.69,M054,Online,34,Doctor,173,1,248.52,2024-11-04 08:10:30
69d298f8723744ce8a9d9231,TX001769,AC00267,192.97,2023-03-13 16:10:01,Debit,Sacramento,D000042,100.198.165.4,M098,ATM,59,Retired,140,1,3019.04,2024-11-04 08:06:34
69d298f8723744ce8a9d9232,TX001770,AC00076,168.99,2023-05-01 18:38:15,Debit,Baltimore,D000221,160.74.183.38,M078,ATM,18,Student,203,1,1523.57,2024-11-04 08:10:01
69d298f8723744ce8a9d9233,TX001771,AC00022,1.82,2023-04-13 17:35:38,Debit,San Francisco,D000652,146.250.144.172,M009,Online,80,Retired,60,1,5571.39,2024-11-04 08:09:18
69d298f8723744ce8a9d9243,TX001787,AC00162,33.76,2023-01-16 17:39:25,Debit,Seattle,D000311,122.94.26.104,M024,Online,26,Engineer,227,1,3253.51,2024-11-04 08:08:48
69d298f8723744ce8a9d9247,TX001791,AC00451,42.56,2023-07-31 16:25:38,Debit,Fresno,D000682,91.204.200.167,M001,Online,18,Student,146,1,4361.44,2024-11-04 08:07:12
69d298f8723744ce8a9d9257,TX001807,AC00025,350.11,2023-03-13 17:10:34,Credit,Raleigh,D000510,24.181.236.233,M050,Online,74,Retired,178,1,4639.04,2024-11-04 08:08:12
69d298f8723744ce8a9d9262,TX001818,AC00222,918.95,2023-05-01 16:43:40,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:44
69d298f8723744ce8a9d9263,TX001819,AC00094,13.92,2023-05-29 17:30:14,Debit,Los Angeles,D000553,92.214.76.157,M024,ATM,37,Engineer,209,1,2735.84,2024-11-04 08:09:58
69d298f8723744ce8a9d926c,TX001828,AC00059,126.91,2023-08-23 16:04:43,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,22,Student,42,1,692.69,2024-11-04 08:08:11
69d298f8723744ce8a9d9278,TX001840,AC00035,813.78,2023-08-07 17:42:03,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5,2024-11-04 08:08:31
69d298f8723744ce8a9d927d,TX001845,AC00356,8.75,2023-06-15 16:10:51,Debit,Louisville,D000502,6.44.165.160,M043,ATM,79,Retired,199,1,4044.62,2024-11-04 08:10:17
69d298f8723744ce8a9d9282,TX001850,AC00201,14.26,2023-11-27 17:04:28,Debit,Virginia Beach,D000122,62.152.134.92,M094,Branch,50,Engineer,37,1,2475.65,2024-11-04 08:09:14
69d298f8723744ce8a9d928a,TX001858,AC00130,720.13,2023-02-14 17:58:31,Credit,Omaha,D000228,155.140.33.42,M024,ATM,22,Student,96,1,387.02,2024-11-04 08:07:31
69d298f8723744ce8a9d928d,TX001861,AC00228,11.06,2023-11-01 17:59:04,Debit,Colorado Springs,D000153,30.229.179.194,M037,ATM,34,Engineer,13,3,2782.21,2024-11-04 08:07:08
69d298f8723744ce8a9d92a2,TX001882,AC00253,767.66,2023-05-08 17:44:34,Debit,San Jose,D000074,193.209.134.233,M085,ATM,63,Doctor,155,1,1801.69,2024-11-04 08:12:04
69d298f8723744ce8a9d92a5,TX001885,AC00071,451.31,2023-12-04 16:57:39,Debit,Fort Worth,D000020,68.254.244.208,M046,ATM,62,Retired,166,5,2963.29,2024-11-04 08:07:38
69d298f8723744ce8a9d92a8,TX001888,AC00206,74.11,2023-09-08 16:09:45,Credit,Virginia Beach,D000320,147.119.62.178,M065,Online,69,Retired,71,4,3920.11,2024-11-04 08:08:28
69d298f8723744ce8a9d92aa,TX001890,AC00213,777.92,2023-06-12 18:56:58,Debit,Austin,D000125,194.88.79.54,M045,Branch,62,Doctor,97,1,7061.58,2024-11-04 08:09:32
69d298f8723744ce8a9d92b6,TX001902,AC00384,179.0,2023-09-06 16:01:35,Debit,Houston,D000583,49.10.93.200,M053,ATM,78,Retired,121,1,7310.88,2024-11-04 08:10:18
69d298f8723744ce8a9d92bb,TX001907,AC00280,19.76,2023-03-31 17:50:09,Debit,Nashville,D000621,166.41.54.117,M037,ATM,20,Student,240,1,1523.04,2024-11-04 08:10:08
69d298f8723744ce8a9d92c2,TX001914,AC00290,41.93,2023-02-13 16:44:18,Debit,Fresno,D000600,211.45.75.44,M055,ATM,48,Engineer,136,1,5081.26,2024-11-04 08:06:24
69d298f8723744ce8a9d92c4,TX001916,AC00034,95.35,2023-07-26 16:27:19,Debit,Chicago,D000348,39.163.103.27,M032,Online,21,Student,131,1,1639.9,2024-11-04 08:07:22
69d298f8723744ce8a9d92c7,TX001919,AC00463,79.33,2023-12-06 16:10:00,Credit,Las Vegas,D000154,64.15.0.66,M026,Online,51,Doctor,109,1,14798.1,2024-11-04 08:07:06
69d298f8723744ce8a9d92cd,TX001925,AC00492,129.35,2023-08-28 16:31:48,Debit,Las Vegas,D000631,179.43.245.131,M040,ATM,52,Engineer,130,1,7166.88,2024-11-04 08:09:41
69d298f8723744ce8a9d92dc,TX001940,AC00363,533.61,2023-12-20 16:17:11,Debit,Mesa,D000324,66.255.7.16,M043,Online,48,Engineer,115,1,3656.93,2024-11-04 08:11:43
69d298f8723744ce8a9d92ee,TX001958,AC00301,845.14,2023-01-09 16:21:35,Credit,Oklahoma City,D000154,8.244.162.185,M026,Branch,73,Retired,183,1,1702.65,2024-11-04 08:11:10
69d298f8723744ce8a9d92f9,TX001969,AC00016,705.34,2023-09-12 18:52:56,Debit,Washington,D000562,63.67.150.226,M026,Online,59,Doctor,124,1,5003.22,2024-11-04 08:12:18
69d298f8723744ce8a9d92fc,TX001972,AC00190,106.41,2023-01-16 16:37:34,Debit,Los Angeles,D000473,84.237.126.96,M063,Branch,57,Retired,87,1,1310.38,2024-11-04 08:07:01
69d298f8723744ce8a9d9317,TX001999,AC00235,61.33,2023-09-20 18:18:00,Debit,Raleigh,D000201,167.95.191.52,M018,ATM,27,Engineer,129,1,7537.4,2024-11-04 08:06:27
69d298f8723744ce8a9d912f,TX001511,AC00438,135.35,2023-07-28 18:42:51,Debit,Houston,D000219,218.54.207.160,M098,Branch,33,Engineer,82,1,9983.36,2024-11-04 08:07:24
69d298f8723744ce8a9d9136,TX001518,AC00302,736.53,2023-05-10 17:05:08,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,55,Engineer,120,1,9826.26,2024-11-04 08:09:38
69d298f8723744ce8a9d914f,TX001543,AC00291,146.51,2023-01-25 17:12:17,Debit,Albuquerque,D000575,219.98.242.240,M097,ATM,53,Engineer,68,1,7089.9,2024-11-04 08:10:39
69d298f8723744ce8a9d9151,TX001545,AC00202,148.54,2023-12-22 16:25:16,Credit,Columbus,D000156,145.179.219.57,M048,Branch,71,Retired,107,1,5677.05,2024-11-04 08:11:52
69d298f8723744ce8a9d9172,TX001578,AC00233,67.07,2023-06-05 16:24:41,Credit,Los Angeles,D000038,89.237.88.251,M048,ATM,24,Student,56,1,999.62,2024-11-04 08:10:33
69d298f8723744ce8a9d9173,TX001579,AC00007,137.48,2023-11-27 17:34:33,Debit,Seattle,D000206,66.255.7.16,M058,Branch,55,Doctor,47,1,14273.42,2024-11-04 08:08:46
69d298f8723744ce8a9d9186,TX001598,AC00105,122.65,2023-08-17 16:26:57,Debit,Columbus,D000253,119.199.76.61,M039,Online,28,Student,41,1,1968.51,2024-11-04 08:06:57
69d298f8723744ce8a9d9189,TX001601,AC00492,369.89,2023-10-18 16:44:36,Debit,San Antonio,D000042,186.54.68.246,M083,ATM,69,Retired,69,1,6941.47,2024-11-04 08:11:27
69d298f8723744ce8a9d918a,TX001602,AC00095,10.92,2023-10-20 17:48:44,Debit,Jacksonville,D000383,88.55.149.101,M090,ATM,67,Retired,268,1,7567.2,2024-11-04 08:08:28
69d298f8723744ce8a9d918d,TX001605,AC00258,304.15,2023-11-28 16:09:34,Debit,Atlanta,D000012,214.67.148.245,M010,Branch,20,Student,40,1,686.91,2024-11-04 08:10:17
69d298f8723744ce8a9d9191,TX001609,AC00337,96.25,2023-07-27 16:01:41,Debit,Houston,D000359,27.215.118.94,M040,Online,61,Retired,171,1,7996.7,2024-11-04 08:06:36
69d298f8723744ce8a9d9192,TX001610,AC00273,1431.33,2023-01-17 17:50:51,Debit,Charlotte,D000434,13.88.251.53,M075,ATM,30,Doctor,49,1,5567.98,2024-11-04 08:09:18
69d298f8723744ce8a9d9198,TX001616,AC00030,363.84,2023-10-19 17:41:40,Debit,Columbus,D000069,26.240.219.199,M048,Online,73,Retired,118,3,5415.64,2024-11-04 08:09:37
69d298f8723744ce8a9d919b,TX001619,AC00305,108.75,2023-10-17 16:09:20,Debit,Houston,D000081,119.163.214.161,M097,ATM,50,Doctor,23,4,14829.85,2024-11-04 08:10:18
69d298f8723744ce8a9d91a9,TX001633,AC00118,287.05,2023-04-14 16:00:51,Debit,Milwaukee,D000356,141.169.67.34,M058,ATM,22,Student,212,1,1204.65,2024-11-04 08:10:59
69d298f8723744ce8a9d91ab,TX001635,AC00358,1762.28,2023-10-06 16:05:34,Debit,Memphis,D000008,26.105.49.129,M066,ATM,24,Student,150,1,1380.34,2024-11-04 08:10:42
69d298f8723744ce8a9d91b7,TX001647,AC00303,40.79,2023-11-17 16:40:09,Debit,Milwaukee,D000405,177.116.108.246,M061,ATM,18,Student,80,1,1769.33,2024-11-04 08:11:29
69d298f8723744ce8a9d91b8,TX001648,AC00004,99.25,2023-06-26 16:53:58,Credit,Phoenix,D000524,17.87.7.140,M048,Online,63,Retired,93,1,2570.34,2024-11-04 08:07:33
69d298f8723744ce8a9d91c3,TX001659,AC00171,165.55,2023-10-02 18:21:39,Debit,Dallas,D000639,116.44.12.250,M061,Branch,28,Student,115,1,761.78,2024-11-04 08:08:55
69d298f8723744ce8a9d91d0,TX001672,AC00335,27.25,2023-03-20 16:02:51,Credit,Kansas City,D000335,200.136.146.93,M082,Branch,63,Retired,92,1,5365.2,2024-11-04 08:09:28
69d298f8723744ce8a9d91d2,TX001674,AC00002,331.66,2023-09-11 17:52:59,Debit,Las Vegas,D000041,1.198.76.182,M040,ATM,76,Retired,145,1,7216.3,2024-11-04 08:08:23
69d298f8723744ce8a9d91e3,TX001691,AC00442,12.18,2023-04-20 18:50:39,Debit,New York,D000326,190.152.148.249,M088,Branch,76,Retired,77,1,4909.24,2024-11-04 08:07:37
69d298f8723744ce8a9d91eb,TX001699,AC00356,265.44,2023-01-17 16:41:18,Debit,San Antonio,D000341,10.223.224.50,M090,ATM,30,Engineer,169,1,9700.77,2024-11-04 08:09:38
69d298f8723744ce8a9d91fe,TX001718,AC00121,80.97,2023-01-09 17:27:58,Debit,Seattle,D000255,146.69.70.214,M026,Online,38,Doctor,157,1,5926.31,2024-11-04 08:09:06
69d298f8723744ce8a9d91ff,TX001719,AC00023,191.89,2023-06-27 16:37:04,Debit,San Antonio,D000004,42.3.3.101,M041,Branch,25,Student,14,1,399.57,2024-11-04 08:09:55
69d298f8723744ce8a9d9215,TX001741,AC00495,24.34,2023-11-29 17:15:02,Debit,Raleigh,D000108,16.250.113.156,M051,Branch,54,Engineer,110,1,6659.12,2024-11-04 08:09:23
69d298f8723744ce8a9d921f,TX001751,AC00155,607.28,2023-01-23 16:47:11,Debit,Baltimore,D000376,131.41.45.13,M098,ATM,32,Doctor,84,1,9679.68,2024-11-04 08:10:16
69d298f8723744ce8a9d922c,TX001764,AC00464,14.0,2023-09-06 16:24:45,Debit,San Antonio,D000357,106.140.105.35,M063,ATM,49,Engineer,173,1,7975.18,2024-11-04 08:09:26
69d298f8723744ce8a9d923a,TX001778,AC00212,164.52,2023-12-25 16:11:46,Debit,Dallas,D000677,197.187.216.106,M099,ATM,61,Doctor,162,1,11036.74,2024-11-04 08:11:17
69d298f8723744ce8a9d923b,TX001779,AC00327,720.89,2023-12-18 17:10:48,Debit,Indianapolis,D000496,100.198.165.4,M008,ATM,27,Student,120,1,447.06,2024-11-04 08:10:01
69d298f8723744ce8a9d923f,TX001783,AC00398,418.02,2023-06-06 17:56:44,Debit,Los Angeles,D000170,57.141.198.111,M017,ATM,46,Doctor,110,1,11011.86,2024-11-04 08:06:33
69d298f8723744ce8a9d9249,TX001793,AC00263,53.83,2023-05-31 17:21:07,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59,2024-11-04 08:11:45
69d298f8723744ce8a9d9253,TX001803,AC00401,223.76,2023-08-11 16:02:33,Credit,Boston,D000441,1.98.25.114,M013,Branch,74,Retired,110,1,4102.23,2024-11-04 08:10:57
69d298f8723744ce8a9d9254,TX001804,AC00179,216.03,2023-10-27 18:28:05,Debit,Boston,D000160,90.111.245.138,M042,ATM,42,Doctor,300,1,10462.77,2024-11-04 08:09:44
69d298f8723744ce8a9d9259,TX001809,AC00339,291.09,2023-11-20 18:53:47,Debit,El Paso,D000588,49.31.186.82,M019,Branch,48,Engineer,73,1,6312.79,2024-11-04 08:08:42
69d298f8723744ce8a9d925d,TX001813,AC00054,67.33,2023-04-13 18:15:52,Debit,Detroit,D000538,133.63.96.21,M073,Online,59,Engineer,36,1,5925.98,2024-11-04 08:07:11
69d298f8723744ce8a9d9268,TX001824,AC00137,31.39,2023-01-09 17:09:31,Debit,Tucson,D000214,186.57.149.225,M068,ATM,20,Student,15,1,998.49,2024-11-04 08:06:27
69d298f8723744ce8a9d9270,TX001832,AC00402,137.81,2023-10-26 16:52:14,Debit,Detroit,D000260,145.76.10.8,M067,Branch,58,Engineer,44,1,2631.47,2024-11-04 08:07:40
69d298f8723744ce8a9d9272,TX001834,AC00167,133.07,2023-09-13 16:22:48,Debit,Sacramento,D000312,207.157.126.125,M001,Branch,21,Student,155,1,1670.99,2024-11-04 08:08:41
69d298f8723744ce8a9d9274,TX001836,AC00153,256.34,2023-08-21 16:42:02,Debit,Kansas City,D000383,89.18.54.235,M057,Branch,69,Retired,99,1,7471.63,2024-11-04 08:07:03
69d298f8723744ce8a9d9275,TX001837,AC00197,56.11,2023-03-27 17:25:28,Debit,Boston,D000668,133.63.96.21,M025,Branch,36,Doctor,109,1,11123.65,2024-11-04 08:06:58
69d298f8723744ce8a9d927a,TX001842,AC00136,684.96,2023-01-09 16:19:47,Debit,Mesa,D000445,165.114.224.47,M070,ATM,21,Student,31,1,526.67,2024-11-04 08:07:05
69d298f8723744ce8a9d9297,TX001871,AC00439,369.44,2023-11-20 17:11:02,Debit,Detroit,D000572,26.113.209.69,M094,Online,34,Engineer,19,1,5018.67,2024-11-04 08:08:32
69d298f8723744ce8a9d9299,TX001873,AC00203,429.15,2023-03-09 16:21:09,Debit,Las Vegas,D000193,41.0.10.107,M054,Branch,26,Student,218,1,712.13,2024-11-04 08:11:30
69d298f8723744ce8a9d929c,TX001876,AC00144,132.48,2023-08-09 18:38:49,Debit,Charlotte,D000097,44.197.126.59,M062,Branch,36,Engineer,101,1,9313.05,2024-11-04 08:07:12
69d298f8723744ce8a9d92bc,TX001908,AC00184,484.24,2023-05-29 16:40:15,Debit,Raleigh,D000305,73.108.76.238,M019,Branch,67,Doctor,77,1,8042.3,2024-11-04 08:06:44
69d298f8723744ce8a9d92bd,TX001909,AC00456,494.66,2023-06-19 16:59:35,Debit,Houston,D000500,133.63.96.21,M009,Online,33,Doctor,110,1,5531.93,2024-11-04 08:06:25
69d298f8723744ce8a9d92c8,TX001920,AC00030,76.89,2023-05-10 17:49:57,Debit,Chicago,D000671,199.103.32.145,M011,ATM,55,Doctor,132,1,7374.26,2024-11-04 08:10:31
69d298f8723744ce8a9d92c9,TX001921,AC00431,233.71,2023-03-13 17:30:20,Debit,Jacksonville,D000450,114.115.12.20,M040,Online,19,Student,297,1,1231.98,2024-11-04 08:12:09
69d298f8723744ce8a9d92d5,TX001933,AC00284,112.91,2023-11-15 18:04:22,Credit,Tucson,D000439,53.218.177.171,M031,Online,27,Engineer,135,1,4764.48,2024-11-04 08:09:36
69d298f8723744ce8a9d92d8,TX001936,AC00328,378.68,2023-01-06 17:23:59,Debit,Fort Worth,D000653,31.75.105.19,M095,ATM,60,Doctor,239,1,7627.04,2024-11-04 08:07:11
69d298f8723744ce8a9d92db,TX001939,AC00362,205.58,2023-08-16 17:49:13,Debit,Portland,D000547,221.206.44.63,M005,Online,20,Student,159,1,1501.95,2024-11-04 08:07:55
69d298f8723744ce8a9d92e1,TX001945,AC00165,135.27,2023-08-10 16:16:41,Debit,Atlanta,D000526,166.79.195.157,M050,ATM,48,Doctor,131,1,9410.51,2024-11-04 08:09:32
69d298f8723744ce8a9d92e4,TX001948,AC00409,354.96,2023-11-29 16:27:38,Debit,Fort Worth,D000282,5.50.152.168,M014,Online,69,Doctor,96,1,6712.94,2024-11-04 08:08:19
69d298f8723744ce8a9d92e6,TX001950,AC00244,737.1,2023-07-19 16:11:01,Debit,Washington,D000637,146.250.144.172,M032,ATM,60,Retired,92,1,4644.19,2024-11-04 08:11:08
69d298f8723744ce8a9d92e8,TX001952,AC00389,557.26,2023-10-04 17:06:57,Debit,San Jose,D000184,197.23.128.119,M076,ATM,69,Doctor,53,1,5237.12,2024-11-04 08:09:49
69d298f8723744ce8a9d92ef,TX001959,AC00023,59.73,2023-05-22 16:38:39,Debit,Fresno,D000681,186.57.149.225,M019,ATM,27,Student,56,1,800.93,2024-11-04 08:10:10
69d298f8723744ce8a9d92f1,TX001961,AC00377,301.51,2023-02-24 16:33:33,Debit,Charlotte,D000509,193.190.29.63,M089,ATM,22,Student,284,1,1052.31,2024-11-04 08:11:09
69d298f8723744ce8a9d9303,TX001979,AC00327,1225.5,2023-11-27 16:02:08,Credit,Las Vegas,D000507,156.187.182.236,M066,Online,50,Doctor,109,1,8611.17,2024-11-04 08:11:41
69d298f8723744ce8a9d9304,TX001980,AC00013,422.81,2023-11-20 16:07:20,Debit,Los Angeles,D000050,77.92.193.22,M036,Branch,28,Student,193,1,1929.28,2024-11-04 08:10:28
69d298f8723744ce8a9d930b,TX001987,AC00188,92.5,2023-09-25 16:22:10,Credit,Seattle,D000520,113.137.153.101,M080,Online,40,Engineer,70,1,6295.45,2024-11-04 08:08:25
69d298f8723744ce8a9d9127,TX001503,AC00341,33.63,2023-11-03 16:50:08,Debit,Columbus,D000556,141.241.241.128,M024,Online,63,Retired,76,1,4324.4,2024-11-04 08:10:52
69d298f8723744ce8a9d9133,TX001515,AC00272,71.34,2023-08-28 16:00:00,Debit,Miami,D000256,188.225.207.71,M021,Online,49,Engineer,144,3,6345.03,2024-11-04 08:09:43
69d298f8723744ce8a9d914b,TX001539,AC00253,20.05,2023-11-29 17:43:51,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67,2024-11-04 08:08:00
69d298f8723744ce8a9d9156,TX001550,AC00176,458.94,2023-07-18 18:06:23,Debit,Detroit,D000074,151.247.130.190,M076,Branch,52,Engineer,180,1,5619.95,2024-11-04 08:08:35
69d298f8723744ce8a9d9157,TX001551,AC00093,327.35,2023-09-25 18:48:58,Credit,Memphis,D000531,19.111.192.175,M059,Branch,20,Student,175,1,342.08,2024-11-04 08:11:19
69d298f8723744ce8a9d915d,TX001557,AC00470,170.97,2023-05-01 17:04:30,Debit,Nashville,D000259,187.52.200.18,M044,Branch,26,Student,292,1,1265.27,2024-11-04 08:07:51
69d298f8723744ce8a9d915e,TX001558,AC00245,262.43,2023-06-13 17:26:54,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,2024-11-04 08:07:46
69d298f8723744ce8a9d9176,TX001582,AC00242,37.58,2023-04-17 18:22:37,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44,2024-11-04 08:12:14
69d298f8723744ce8a9d9184,TX001596,AC00207,220.68,2023-10-09 18:23:25,Credit,Raleigh,D000311,194.29.57.163,M050,Online,71,Retired,217,1,5549.2,2024-11-04 08:07:05
69d298f8723744ce8a9d9185,TX001597,AC00411,11.86,2023-09-05 16:43:36,Debit,Sacramento,D000165,148.112.151.27,M054,Branch,31,Engineer,129,1,6782.61,2024-11-04 08:08:52
69d298f8723744ce8a9d918b,TX001603,AC00058,199.14,2023-08-02 17:32:29,Debit,Seattle,D000073,187.199.178.27,M005,Branch,31,Engineer,36,1,7001.25,2024-11-04 08:10:52
69d298f8723744ce8a9d9190,TX001608,AC00409,122.81,2023-10-24 16:12:19,Debit,San Jose,D000419,136.162.111.135,M010,Branch,52,Doctor,12,1,8450.84,2024-11-04 08:09:37
69d298f8723744ce8a9d9193,TX001611,AC00056,142.55,2023-05-16 16:45:46,Debit,Kansas City,D000091,112.56.160.202,M071,Online,67,Doctor,97,1,1262.68,2024-11-04 08:07:26
